受注番号,明細番号,受注日,顧客コード,顧客名,顧客所在地,拠点,部署,営業担当者,品名,品名カテゴリ,数量,定価,値引率,販売単価,販売金額,原価単価,原価,粗利
SO20220322-C0024,1,2022-03-22,C0024,X株式会社,東京都,東京本社,営業2部,小林,オフィススイート,ソフトウェア,51,50000,0.1544,42280,2156280,27500,1402500,753780
SO20220322-C0024,2,2022-03-22,C0024,X株式会社,東京都,東京本社,営業2部,小林,CADソフト,ソフトウェア,4,400000,0.1535,338580,1354320,168000,672000,682320
SO20220322-C0024,3,2022-03-22,C0024,X株式会社,東京都,東京本社,営業2部,小林,ワークステーション,PC,6,500000,0.1073,446350,2678100,390000,2340000,338100
SO20220322-C0028,1,2022-03-22,C0028,B1株式会社,千葉県,東京本社,ソリューション営業部,佐々木,CADソフト,ソフトウェア,2,400000,0.2043,318300,636600,168000,336000,300600
SO20220322-C0029,1,2022-03-22,C0029,C1株式会社,埼玉県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,2,250000,0.2894,177650,355300,100000,200000,155300
SO20220322-C0034,1,2022-03-22,C0034,H1株式会社,神奈川県,東京本社,営業1部,田中,オフィススイート,ソフトウェア,40,50000,0.1786,41070,1642800,27500,1100000,542800
SO20220322-C0034,2,2022-03-22,C0034,H1株式会社,神奈川県,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,66,8000,0.1829,6540,431640,4000,264000,167640
SO20220322-C0034,3,2022-03-22,C0034,H1株式会社,神奈川県,東京本社,営業1部,田中,デスクトップPC_標準モデル,PC,12,120000,0.0504,113950,1367400,102000,1224000,143400
SO20220322-C0043,1,2022-03-22,C0043,Q1株式会社,東京都,東京本社,ソリューション営業部,佐々木,会計ソフト,ソフトウェア,3,180000,0.1109,160040,480120,81000,243000,237120
SO20220322-C0043,2,2022-03-22,C0043,Q1株式会社,東京都,東京本社,ソリューション営業部,佐々木,業務管理ソフト,ソフトウェア,2,250000,0.1313,217180,434360,100000,200000,234360
SO20220322-C0043,3,2022-03-22,C0043,Q1株式会社,東京都,東京本社,ソリューション営業部,佐々木,オフィススイート,ソフトウェア,17,50000,0.1076,44620,758540,27500,467500,291040
SO20220322-C0044,1,2022-03-22,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,3,250000,0.1708,207300,621900,100000,300000,321900
SO20220322-C0044,2,2022-03-22,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,会計ソフト,ソフトウェア,8,180000,0.1915,145540,1164320,81000,648000,516320
SO20220322-C0044,3,2022-03-22,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,CADソフト,ソフトウェア,4,400000,0.1675,333000,1332000,168000,672000,660000
SO20220322-C0048,1,2022-03-22,C0048,V1株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,34,50000,0.186,40700,1383800,27500,935000,448800
SO20220322-C0055,1,2022-03-22,C0055,C2株式会社,東京都,東京本社,営業2部,加藤,オフィススイート,ソフトウェア,12,50000,0.1395,43020,516240,27500,330000,186240
SO20220322-C0055,2,2022-03-22,C0055,C2株式会社,東京都,東京本社,営業2部,加藤,セキュリティソフト,ソフトウェア,51,8000,0.1344,6920,352920,4000,204000,148920
SO20220322-C0056,1,2022-03-22,C0056,D2株式会社,東京都,東京本社,ソリューション営業部,吉田,オフィススイート,ソフトウェア,10,50000,0.142,42900,429000,27500,275000,154000
SO20220322-C0070,1,2022-03-22,C0070,R2株式会社,東京都,東京本社,営業2部,加藤,業務管理ソフト,ソフトウェア,8,250000,0.2033,199170,1593360,100000,800000,793360
SO20220322-C0070,2,2022-03-22,C0070,R2株式会社,東京都,東京本社,営業2部,加藤,オフィススイート,ソフトウェア,40,50000,0.1751,41250,1650000,27500,1100000,550000
SO20220322-C0070,3,2022-03-22,C0070,R2株式会社,東京都,東京本社,営業2部,加藤,デスクトップPC_標準モデル,PC,6,120000,0.0752,110980,665880,102000,612000,53880
SO20220322-C0074,1,2022-03-22,C0074,V2株式会社,栃木県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,16,250000,0.26,184990,2959840,100000,1600000,1359840
SO20220322-C0074,2,2022-03-22,C0074,V2株式会社,栃木県,東京本社,ソリューション営業部,松本,会計ソフト,ソフトウェア,18,180000,0.2536,134350,2418300,81000,1458000,960300
SO20220322-C0075,1,2022-03-22,C0075,W2株式会社,東京都,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,1,250000,0.1283,217940,217940,100000,100000,117940
SO20220322-C0085,1,2022-03-22,C0085,G3株式会社,茨城県,東京本社,営業2部,加藤,業務管理ソフト,ソフトウェア,14,250000,0.35,162500,2275000,100000,1400000,875000
SO20220322-C0085,2,2022-03-22,C0085,G3株式会社,茨城県,東京本社,営業2部,加藤,ワークステーション,PC,474,500000,0.17,415000,196710000,390000,184860000,11850000
SO20220322-C0086,1,2022-03-22,C0086,H3株式会社,神奈川県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,37,8000,0.1366,6910,255670,4000,148000,107670
SO20220322-C0086,2,2022-03-22,C0086,H3株式会社,神奈川県,東京本社,ソリューション営業部,吉田,会計ソフト,ソフトウェア,5,180000,0.1042,161240,806200,81000,405000,401200
SO20220322-C0092,1,2022-03-22,C0092,N3株式会社,東京都,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,16,50000,0.0559,47200,755200,27500,440000,315200
SO20220322-C0092,2,2022-03-22,C0092,N3株式会社,東京都,東京本社,営業1部,鈴木,セキュリティソフト,ソフトウェア,19,8000,0.0584,7530,143070,4000,76000,67070
SO20220322-C0092,3,2022-03-22,C0092,N3株式会社,東京都,東京本社,営業1部,鈴木,ワークステーション,PC,1,500000,0.0,500000,500000,390000,390000,110000
SO20220322-C0093,1,2022-03-22,C0093,O3株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,16,50000,0.3442,32790,524640,27500,440000,84640
SO20220322-C0094,1,2022-03-22,C0094,P3株式会社,東京都,東京本社,営業1部,田中,オフィススイート,ソフトウェア,44,50000,0.1328,43360,1907840,27500,1210000,697840
SO20220322-C0095,1,2022-03-22,C0095,Q3株式会社,神奈川県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,13,50000,0.1684,41580,540540,27500,357500,183040
SO20220322-C0100,1,2022-03-22,C0100,V3株式会社,神奈川県,東京本社,営業2部,加藤,オフィススイート,ソフトウェア,14,50000,0.2687,36570,511980,27500,385000,126980
SO20220322-C0106,1,2022-03-22,C0106,B4株式会社,栃木県,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,17,400000,0.314,274420,4665140,168000,2856000,1809140
SO20220322-C0106,2,2022-03-22,C0106,B4株式会社,栃木県,東京本社,営業1部,佐藤,ワークステーション,PC,7,500000,0.1411,429460,3006220,390000,2730000,276220
SO20220322-C0106,3,2022-03-22,C0106,B4株式会社,栃木県,東京本社,営業1部,佐藤,業務管理ソフト,ソフトウェア,5,250000,0.2952,176200,881000,100000,500000,381000
SO20220322-C0108,1,2022-03-22,C0108,D4株式会社,群馬県,東京本社,営業1部,高橋,ワークステーション,PC,4,500000,0.0891,455430,1821720,390000,1560000,261720
SO20220322-C0109,1,2022-03-22,C0109,E4株式会社,茨城県,東京本社,営業1部,田中,オフィススイート,ソフトウェア,68,50000,0.3232,33840,2301120,27500,1870000,431120
SO20220322-C0109,2,2022-03-22,C0109,E4株式会社,茨城県,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,133,8000,0.2968,5630,748790,4000,532000,216790
SO20220322-C0109,3,2022-03-22,C0109,E4株式会社,茨城県,東京本社,営業1部,田中,業務管理ソフト,ソフトウェア,13,250000,0.2922,176950,2300350,100000,1300000,1000350
SO20220322-C0119,1,2022-03-22,C0119,O4株式会社,東京都,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,4,250000,0.0488,237790,951160,100000,400000,551160
SO20220322-C0125,1,2022-03-22,C0125,U4株式会社,埼玉県,東京本社,営業1部,伊藤,CADソフト,ソフトウェア,2,400000,0.1053,357880,715760,168000,336000,379760
SO20220322-C0127,1,2022-03-22,C0127,W4株式会社,神奈川県,東京本社,営業2部,山本,CADソフト,ソフトウェア,3,400000,0.18,328010,984030,168000,504000,480030
SO20220322-C0127,2,2022-03-22,C0127,W4株式会社,神奈川県,東京本社,営業2部,山本,ワークステーション,PC,5,500000,0.0796,460210,2301050,390000,1950000,351050
SO20220322-C0127,3,2022-03-22,C0127,W4株式会社,神奈川県,東京本社,営業2部,山本,セキュリティソフト,ソフトウェア,121,8000,0.1792,6570,794970,4000,484000,310970
SO20220322-C0128,1,2022-03-22,C0128,X4株式会社,千葉県,東京本社,営業2部,中村,会計ソフト,ソフトウェア,11,180000,0.1512,152780,1680580,81000,891000,789580
SO20220322-C0132,1,2022-03-22,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,業務管理ソフト,ソフトウェア,23,250000,0.3351,166220,3823060,100000,2300000,1523060
SO20220322-C0132,2,2022-03-22,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,CADソフト,ソフトウェア,14,400000,0.3209,271630,3802820,168000,2352000,1450820
SO20220322-C0132,3,2022-03-22,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,ワークステーション,PC,1,500000,0.1681,415930,415930,390000,390000,25930
SO20220322-C0133,1,2022-03-22,C0133,C5株式会社,東京都,東京本社,ソリューション営業部,佐々木,CADソフト,ソフトウェア,3,400000,0.1623,335070,1005210,168000,504000,501210
SO20220322-C0133,2,2022-03-22,C0133,C5株式会社,東京都,東京本社,ソリューション営業部,佐々木,ワークステーション,PC,6,500000,0.0678,466110,2796660,390000,2340000,456660
SO20220322-C0135,1,2022-03-22,C0135,E5株式会社,埼玉県,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,260,250000,0.35,162500,42250000,100000,26000000,16250000
SO20220322-C0136,1,2022-03-22,C0136,F5株式会社,東京都,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,12,400000,0.2609,295640,3547680,168000,2016000,1531680
SO20220322-C0136,2,2022-03-22,C0136,F5株式会社,東京都,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,35,50000,0.2897,35510,1242850,27500,962500,280350
SO20220322-C0138,1,2022-03-22,C0138,H5株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,12,50000,0.1235,43830,525960,27500,330000,195960
SO20220322-C0143,1,2022-03-22,C0143,M5株式会社,東京都,東京本社,営業2部,中村,セキュリティソフト,ソフトウェア,28,8000,0.1124,7100,198800,4000,112000,86800
SO20220322-C0143,2,2022-03-22,C0143,M5株式会社,東京都,東京本社,営業2部,中村,オフィススイート,ソフトウェア,14,50000,0.0769,46160,646240,27500,385000,261240
SO20220322-C0143,3,2022-03-22,C0143,M5株式会社,東京都,東京本社,営業2部,中村,CADソフト,ソフトウェア,4,400000,0.0945,362220,1448880,168000,672000,776880
SO20220322-C0147,1,2022-03-22,C0147,Q5株式会社,群馬県,東京本社,ソリューション営業部,山田,業務管理ソフト,ソフトウェア,5,250000,0.2001,199980,999900,100000,500000,499900
SO20220322-C0147,2,2022-03-22,C0147,Q5株式会社,群馬県,東京本社,ソリューション営業部,山田,会計ソフト,ソフトウェア,2,180000,0.2232,139830,279660,81000,162000,117660
SO20220322-C0147,3,2022-03-22,C0147,Q5株式会社,群馬県,東京本社,ソリューション営業部,山田,セキュリティソフト,ソフトウェア,50,8000,0.1719,6620,331000,4000,200000,131000
SO20220322-C0149,1,2022-03-22,C0149,S5株式会社,東京都,東京本社,ソリューション営業部,松本,CADソフト,ソフトウェア,2,400000,0.1003,359880,719760,168000,336000,383760
SO20220322-C0150,1,2022-03-22,C0150,T5株式会社,東京都,東京本社,ソリューション営業部,井上,オフィススイート,ソフトウェア,16,50000,0.192,40400,646400,27500,440000,206400
SO20220322-C0155,1,2022-03-22,C0155,Y5株式会社,神奈川県,東京本社,営業1部,伊藤,CADソフト,ソフトウェア,4,400000,0.1388,344480,1377920,168000,672000,705920
SO20220322-C0155,2,2022-03-22,C0155,Y5株式会社,神奈川県,東京本社,営業1部,伊藤,ワークステーション,PC,3,500000,0.0352,482410,1447230,390000,1170000,277230
SO20220322-C0155,3,2022-03-22,C0155,Y5株式会社,神奈川県,東京本社,営業1部,伊藤,デスクトップPC_標準モデル,PC,7,120000,0.0345,115860,811020,102000,714000,97020
SO20220322-C0156,1,2022-03-22,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,会計ソフト,ソフトウェア,4,180000,0.3091,124360,497440,81000,324000,173440
SO20220322-C0156,2,2022-03-22,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,業務管理ソフト,ソフトウェア,16,250000,0.2779,180520,2888320,100000,1600000,1288320
SO20220322-C0157,1,2022-03-22,C0157,A6株式会社,神奈川県,東京本社,営業2部,山本,CADソフト,ソフトウェア,9,400000,0.1764,329430,2964870,168000,1512000,1452870
SO20220322-C0157,2,2022-03-22,C0157,A6株式会社,神奈川県,東京本社,営業2部,山本,ワークステーション,PC,2,500000,0.0575,471230,942460,390000,780000,162460
SO20220322-C0162,1,2022-03-22,C0162,F6株式会社,千葉県,東京本社,ソリューション営業部,山田,業務管理ソフト,ソフトウェア,10,250000,0.1831,204220,2042200,100000,1000000,1042200
SO20220322-C0162,2,2022-03-22,C0162,F6株式会社,千葉県,東京本社,ソリューション営業部,山田,会計ソフト,ソフトウェア,17,180000,0.1861,146510,2490670,81000,1377000,1113670
SO20220322-C0165,1,2022-03-22,C0165,I6株式会社,埼玉県,東京本社,ソリューション営業部,井上,セキュリティソフト,ソフトウェア,25,8000,0.0559,7550,188750,4000,100000,88750
SO20220322-C0165,2,2022-03-22,C0165,I6株式会社,埼玉県,東京本社,ソリューション営業部,井上,オフィススイート,ソフトウェア,11,50000,0.0877,45610,501710,27500,302500,199210
SO20220322-C0166,1,2022-03-22,C0166,J6株式会社,東京都,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,10,50000,0.1144,44280,442800,27500,275000,167800
SO20220322-C0166,2,2022-03-22,C0166,J6株式会社,東京都,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,164,8000,0.1148,7080,1161120,4000,656000,505120
SO20220322-C0166,3,2022-03-22,C0166,J6株式会社,東京都,東京本社,営業1部,佐藤,ノートPC_軽量モデル,PC,6,200000,0.0655,186890,1121340,164000,984000,137340
SO20220322-C0167,1,2022-03-22,C0167,K6株式会社,東京都,東京本社,営業1部,鈴木,ワークステーション,PC,10,500000,0.153,423510,4235100,390000,3900000,335100
SO20220322-C0168,1,2022-03-22,C0168,L6株式会社,栃木県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,69,50000,0.1578,42110,2905590,27500,1897500,1008090
SO20220322-C0168,2,2022-03-22,C0168,L6株式会社,栃木県,東京本社,営業1部,高橋,CADソフト,ソフトウェア,2,400000,0.1691,332350,664700,168000,336000,328700
SO20220322-C0173,1,2022-03-22,C0173,Q6株式会社,栃木県,東京本社,営業2部,中村,セキュリティソフト,ソフトウェア,22,8000,0.0754,7400,162800,4000,88000,74800
SO20220322-C0173,2,2022-03-22,C0173,Q6株式会社,栃木県,東京本社,営業2部,中村,ノートPC_標準モデル,PC,7,150000,0.0066,149020,1043140,126000,882000,161140
SO20220322-C0175,1,2022-03-22,C0175,S6株式会社,東京都,東京本社,営業2部,加藤,業務管理ソフト,ソフトウェア,5,250000,0.2033,199190,995950,100000,500000,495950
SO20220322-C0175,2,2022-03-22,C0175,S6株式会社,東京都,東京本社,営業2部,加藤,デスクトップPC_標準モデル,PC,16,120000,0.0522,113730,1819680,102000,1632000,187680
SO20220322-C0182,1,2022-03-22,C0182,Z6株式会社,神奈川県,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,64,50000,0.3357,33210,2125440,27500,1760000,365440
SO20220322-C0182,2,2022-03-22,C0182,Z6株式会社,神奈川県,東京本社,営業1部,鈴木,セキュリティソフト,ソフトウェア,278,8000,0.3436,5250,1459500,4000,1112000,347500
SO20220322-C0183,1,2022-03-22,C0183,A7株式会社,東京都,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,37,50000,0.1501,42500,1572500,27500,1017500,555000
SO20220322-C0183,2,2022-03-22,C0183,A7株式会社,東京都,東京本社,営業1部,高橋,ノートPC_高性能モデル,PC,5,300000,0.0926,272210,1361050,240000,1200000,161050
SO20220322-C0186,1,2022-03-22,C0186,D7株式会社,東京都,東京本社,営業2部,渡辺,セキュリティソフト,ソフトウェア,329,8000,0.2649,5880,1934520,4000,1316000,618520
SO20220322-C0189,1,2022-03-22,C0189,G7株式会社,群馬県,東京本社,営業2部,小林,オフィススイート,ソフトウェア,39,50000,0.2134,39330,1533870,27500,1072500,461370
SO20220322-C0191,1,2022-03-22,C0191,I7株式会社,埼玉県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,23,8000,0.076,7390,169970,4000,92000,77970
SO20220322-C0194,1,2022-03-22,C0194,L7株式会社,茨城県,東京本社,ソリューション営業部,松本,オフィススイート,ソフトウェア,44,50000,0.2478,37610,1654840,27500,1210000,444840
SO20220322-C0194,2,2022-03-22,C0194,L7株式会社,茨城県,東京本社,ソリューション営業部,松本,CADソフト,ソフトウェア,16,400000,0.2733,290660,4650560,168000,2688000,1962560
SO20220322-C0194,3,2022-03-22,C0194,L7株式会社,茨城県,東京本社,ソリューション営業部,松本,会計ソフト,ソフトウェア,18,180000,0.275,130500,2349000,81000,1458000,891000
SO20220323-C0003,1,2022-03-23,C0003,C株式会社,神奈川県,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,24,8000,0.1429,6860,164640,4000,96000,68640
SO20220323-C0003,2,2022-03-23,C0003,C株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,38,50000,0.1653,41740,1586120,27500,1045000,541120
SO20220323-C0010,1,2022-03-23,C0010,J株式会社,千葉県,東京本社,営業2部,加藤,会計ソフト,ソフトウェア,8,180000,0.1783,147900,1183200,81000,648000,535200
SO20220323-C0010,2,2022-03-23,C0010,J株式会社,千葉県,東京本社,営業2部,加藤,ノートPC_高性能モデル,PC,6,300000,0.0542,283730,1702380,240000,1440000,262380
SO20220323-C0010,3,2022-03-23,C0010,J株式会社,千葉県,東京本社,営業2部,加藤,オフィススイート,ソフトウェア,9,50000,0.1584,42080,378720,27500,247500,131220
SO20220323-C0011,1,2022-03-23,C0011,K株式会社,東京都,東京本社,ソリューション営業部,吉田,業務管理ソフト,ソフトウェア,8,250000,0.1894,202650,1621200,100000,800000,821200
SO20220323-C0011,2,2022-03-23,C0011,K株式会社,東京都,東京本社,ソリューション営業部,吉田,会計ソフト,ソフトウェア,7,180000,0.1955,144810,1013670,81000,567000,446670
SO20220323-C0013,1,2022-03-23,C0013,M株式会社,神奈川県,東京本社,ソリューション営業部,佐々木,会計ソフト,ソフトウェア,16,180000,0.1847,146760,2348160,81000,1296000,1052160
SO20220323-C0013,2,2022-03-23,C0013,M株式会社,神奈川県,東京本社,ソリューション営業部,佐々木,セキュリティソフト,ソフトウェア,80,8000,0.165,6680,534400,4000,320000,214400
SO20220323-C0017,1,2022-03-23,C0017,Q株式会社,神奈川県,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,17,50000,0.121,43950,747150,27500,467500,279650
SO20220323-C0017,2,2022-03-23,C0017,Q株式会社,神奈川県,東京本社,営業1部,鈴木,セキュリティソフト,ソフトウェア,38,8000,0.1492,6810,258780,4000,152000,106780
SO20220323-C0017,3,2022-03-23,C0017,Q株式会社,神奈川県,東京本社,営業1部,鈴木,ワークステーション,PC,2,500000,0.0515,474230,948460,390000,780000,168460
SO20220323-C0018,1,2022-03-23,C0018,R株式会社,千葉県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,90,50000,0.3349,33250,2992500,27500,2475000,517500
SO20220323-C0018,2,2022-03-23,C0018,R株式会社,千葉県,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,180,8000,0.35,5200,936000,4000,720000,216000
SO20220323-C0019,1,2022-03-23,C0019,S株式会社,神奈川県,東京本社,営業1部,田中,オフィススイート,ソフトウェア,96,50000,0.3343,33280,3194880,27500,2640000,554880
SO20220323-C0019,2,2022-03-23,C0019,S株式会社,神奈川県,東京本社,営業1部,田中,ワークステーション,PC,15,500000,0.17,415000,6225000,390000,5850000,375000
SO20220323-C0021,1,2022-03-23,C0021,U株式会社,神奈川県,東京本社,営業2部,渡辺,会計ソフト,ソフトウェア,6,180000,0.1681,149740,898440,81000,486000,412440
SO20220323-C0027,1,2022-03-23,C0027,A1株式会社,東京都,東京本社,ソリューション営業部,山田,会計ソフト,ソフトウェア,14,180000,0.2362,137490,1924860,81000,1134000,790860
SO20220323-C0027,2,2022-03-23,C0027,A1株式会社,東京都,東京本社,ソリューション営業部,山田,業務管理ソフト,ソフトウェア,12,250000,0.5746,106350,1276200,100000,1200000,76200
SO20220323-C0031,1,2022-03-23,C0031,E1株式会社,東京都,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,5,400000,0.2436,302570,1512850,168000,840000,672850
SO20220323-C0033,1,2022-03-23,C0033,G1株式会社,千葉県,東京本社,営業1部,高橋,CADソフト,ソフトウェア,2,400000,0.0852,365940,731880,168000,336000,395880
SO20220323-C0034,1,2022-03-23,C0034,H1株式会社,神奈川県,東京本社,営業1部,田中,オフィススイート,ソフトウェア,13,50000,0.2143,39290,510770,27500,357500,153270
SO20220323-C0034,2,2022-03-23,C0034,H1株式会社,神奈川県,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,39,8000,0.199,6410,249990,4000,156000,93990
SO20220323-C0034,3,2022-03-23,C0034,H1株式会社,神奈川県,東京本社,営業1部,田中,デスクトップPC_標準モデル,PC,8,120000,0.072,111360,890880,102000,816000,74880
SO20220323-C0037,1,2022-03-23,C0037,K1株式会社,神奈川県,東京本社,営業2部,山本,CADソフト,ソフトウェア,6,400000,0.1016,359340,2156040,168000,1008000,1148040
SO20220323-C0037,2,2022-03-23,C0037,K1株式会社,神奈川県,東京本社,営業2部,山本,業務管理ソフト,ソフトウェア,6,250000,0.1119,222020,1332120,100000,600000,732120
SO20220323-C0037,3,2022-03-23,C0037,K1株式会社,神奈川県,東京本社,営業2部,山本,ワークステーション,PC,5,500000,0.0356,482220,2411100,390000,1950000,461100
SO20220323-C0039,1,2022-03-23,C0039,M1株式会社,東京都,東京本社,営業2部,小林,オフィススイート,ソフトウェア,44,50000,0.1349,43250,1903000,27500,1210000,693000
SO20220323-C0044,1,2022-03-23,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,4,250000,0.1594,210150,840600,100000,400000,440600
SO20220323-C0049,1,2022-03-23,C0049,W1株式会社,東京都,東京本社,営業1部,田中,ワークステーション,PC,1,500000,0.1538,423120,423120,390000,390000,33120
SO20220323-C0052,1,2022-03-23,C0052,Z1株式会社,埼玉県,東京本社,営業2部,山本,ワークステーション,PC,5,500000,0.1559,422070,2110350,390000,1950000,160350
SO20220323-C0056,1,2022-03-23,C0056,D2株式会社,東京都,東京本社,ソリューション営業部,吉田,オフィススイート,ソフトウェア,12,50000,0.13,43500,522000,27500,330000,192000
SO20220323-C0056,2,2022-03-23,C0056,D2株式会社,東京都,東京本社,ソリューション営業部,吉田,会計ソフト,ソフトウェア,3,180000,0.1496,153070,459210,81000,243000,216210
SO20220323-C0058,1,2022-03-23,C0058,F2株式会社,群馬県,東京本社,ソリューション営業部,佐々木,会計ソフト,ソフトウェア,15,180000,0.1955,144810,2172150,81000,1215000,957150
SO20220323-C0058,2,2022-03-23,C0058,F2株式会社,群馬県,東京本社,ソリューション営業部,佐々木,業務管理ソフト,ソフトウェア,6,250000,0.1491,212720,1276320,100000,600000,676320
SO20220323-C0058,3,2022-03-23,C0058,F2株式会社,群馬県,東京本社,ソリューション営業部,佐々木,セキュリティソフト,ソフトウェア,6707,8000,0.2071,6340,42522380,4000,26828000,15694380
SO20220323-C0060,1,2022-03-23,C0060,H2株式会社,東京都,東京本社,ソリューション営業部,井上,会計ソフト,ソフトウェア,14,180000,0.3361,119500,1673000,81000,1134000,539000
SO20220323-C0062,1,2022-03-23,C0062,J2株式会社,東京都,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,20,50000,0.248,37600,752000,27500,550000,202000
SO20220323-C0062,2,2022-03-23,C0062,J2株式会社,東京都,東京本社,営業1部,鈴木,セキュリティソフト,ソフトウェア,76,8000,0.2465,6030,458280,4000,304000,154280
SO20220323-C0062,3,2022-03-23,C0062,J2株式会社,東京都,東京本社,営業1部,鈴木,CADソフト,ソフトウェア,12,400000,0.2256,309740,3716880,168000,2016000,1700880
SO20220323-C0065,1,2022-03-23,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,125,50000,0.3121,34390,4298750,27500,3437500,861250
SO20220323-C0065,2,2022-03-23,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,セキュリティソフト,ソフトウェア,100,8000,0.2973,5620,562000,4000,400000,162000
SO20220323-C0065,3,2022-03-23,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,ノートPC_標準モデル,PC,41,150000,0.1025,134630,5519830,126000,5166000,353830
SO20220323-C0070,1,2022-03-23,C0070,R2株式会社,東京都,東京本社,営業2部,加藤,会計ソフト,ソフトウェア,11,180000,0.1768,148180,1629980,81000,891000,738980
SO20220323-C0070,2,2022-03-23,C0070,R2株式会社,東京都,東京本社,営業2部,加藤,オフィススイート,ソフトウェア,48,50000,0.1635,41820,2007360,27500,1320000,687360
SO20220323-C0070,3,2022-03-23,C0070,R2株式会社,東京都,東京本社,営業2部,加藤,ノートPC_標準モデル,PC,11,150000,0.0344,144840,1593240,126000,1386000,207240
SO20220323-C0076,1,2022-03-23,C0076,X2株式会社,東京都,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,24,50000,0.1843,40790,978960,27500,660000,318960
SO20220323-C0076,2,2022-03-23,C0076,X2株式会社,東京都,東京本社,営業1部,佐藤,ワークステーション,PC,5,500000,0.1001,449940,2249700,390000,1950000,299700
SO20220323-C0076,3,2022-03-23,C0076,X2株式会社,東京都,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,38,8000,0.1398,6880,261440,4000,152000,109440
SO20220323-C0085,1,2022-03-23,C0085,G3株式会社,茨城県,東京本社,営業2部,加藤,オフィススイート,ソフトウェア,46,50000,0.3397,33020,1518920,27500,1265000,253920
SO20220323-C0085,2,2022-03-23,C0085,G3株式会社,茨城県,東京本社,営業2部,加藤,セキュリティソフト,ソフトウェア,117,8000,0.3407,5270,616590,4000,468000,148590
SO20220323-C0085,3,2022-03-23,C0085,G3株式会社,茨城県,東京本社,営業2部,加藤,業務管理ソフト,ソフトウェア,11,250000,0.3276,168100,1849100,100000,1100000,749100
SO20220323-C0088,1,2022-03-23,C0088,J3株式会社,東京都,東京本社,ソリューション営業部,佐々木,会計ソフト,ソフトウェア,7,180000,0.1112,159980,1119860,81000,567000,552860
SO20220323-C0088,2,2022-03-23,C0088,J3株式会社,東京都,東京本社,ソリューション営業部,佐々木,CADソフト,ソフトウェア,7,400000,0.1226,350970,2456790,168000,1176000,1280790
SO20220323-C0092,1,2022-03-23,C0092,N3株式会社,東京都,東京本社,営業1部,鈴木,デスクトップPC_標準モデル,PC,7,120000,0.058,113040,791280,102000,714000,77280
SO20220323-C0092,2,2022-03-23,C0092,N3株式会社,東京都,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,9,50000,0.0641,46790,421110,27500,247500,173610
